fecha,hotel,"hab bamboo","hab rategain",disponibilidad
2022-02-05,bhbicentenario,6,"ESPECIAL ESTANDAR",0
2022-02-05,bhbicentenario,7,TWIN1,0
2022-02-05,bhbicentenario,8,TWIN2,0
2022-02-05,bhbicentenario,9,TRIPLE,0
2022-02-06,bhbicentenario,1,ESTANDAR,2
2022-02-06,bhbicentenario,2,TWIN,1
2022-02-06,bhbicentenario,6,"ESPECIAL ESTANDAR",0
2022-02-06,bhbicentenario,7,TWIN1,0
2022-02-06,bhbicentenario,8,TWIN2,0
2022-02-06,bhbicentenario,9,TRIPLE,0
2022-02-05,bhzonafinanciera,1,ESTANDAR,5
2022-02-05,bhzonafinanciera,2,TWIN,2
2022-02-05,bhzonafinanciera,3,"JUNIOR SUITE",0
2022-02-05,bhzonafinanciera,4,"ESPECIAL ESTANDAR",0
2022-02-05,bhzonafinanciera,5,PRIVILEGE,0
2022-02-06,bhzonafinanciera,1,ESTANDAR,2
2022-02-06,bhzonafinanciera,2,TWIN,1
2022-02-06,bhzonafinanciera,3,"JUNIOR SUITE",0
2022-02-06,bhzonafinanciera,4,"ESPECIAL ESTANDAR",0
2022-02-06,bhzonafinanciera,5,PRIVILEGE,0
2022-02-05,bhretiro,1,ESTANDAR,5
2022-02-05,bhretiro,2,TWIN,2
2022-02-05,bhretiro,3,"JUNIOR SUITE",0
2022-02-05,bhretiro,4,AUXILIAR,0
2022-02-05,bhretiro,5,"ESPECIAL TWIN",0
2022-02-05,bhretiro,6,PRIVILEGE,0
2022-02-06,bhretiro,1,ESTANDAR,2
2022-02-06,bhretiro,2,TWIN,1
2022-02-06,bhretiro,3,"JUNIOR SUITE",0
2022-02-06,bhretiro,4,AUXILIAR,0
2022-02-06,bhretiro,5,"ESPECIAL TWIN",0
2022-02-06,bhretiro,6,PRIVILEGE,0
2022-02-05,bhlaquinta,1,"JUNIOR SUITE",5
2022-02-05,bhlaquinta,2,TWIN,2
2022-02-05,bhlaquinta,3,ESTANDAR,0
2022-02-05,bhlaquinta,4,"ESPECIAL JUNIOR SUITE",0
2022-02-05,bhlaquinta,5,SUPERIOR,0
2022-02-05,bhlaquinta,6,"JUNIOR SUITE TERRAZA",0
2022-02-05,bhlaquinta,7,"JUNIOR SUITE BALCON",0
2022-02-05,bhlaquinta,8,"JUNIOR SUITE CASA",0
2022-02-06,bhlaquinta,1,"JUNIOR SUITE",2
2022-02-06,bhlaquinta,2,TWIN,1
2022-02-06,bhlaquinta,3,ESTANDAR,0
2022-02-06,bhlaquinta,4,"ESPECIAL JUNIOR SUITE",0
2022-02-06,bhlaquinta,5,SUPERIOR,0
2022-02-06,bhlaquinta,6,"JUNIOR SUITE TERRAZA",0
2022-02-06,bhlaquinta,7,"JUNIOR SUITE BALCON",0
2022-02-06,bhlaquinta,8,"JUNIOR SUITE CASA",0
