fecha,hotel,"hab bamboo","hab rategain",disponibilidad
2022-02-12,bhusaquen,4,"ESTANDAR COCINA",0
2022-02-12,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-02-12,bhusaquen,6,"TWIN JUNIOR",0
2022-02-12,bhusaquen,7,"TWIN COCINA",0
2022-02-13,bhusaquen,1,ESTANDAR,46
2022-02-13,bhusaquen,2,"TWIN ESTANDAR",6
2022-02-13,bhusaquen,3,SUPERIOR,2
2022-02-13,bhusaquen,4,"ESTANDAR COCINA",0
2022-02-13,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-02-13,bhusaquen,6,"TWIN JUNIOR",0
2022-02-13,bhusaquen,7,"TWIN COCINA",0
2022-02-14,bhusaquen,1,ESTANDAR,46
2022-02-14,bhusaquen,2,"TWIN ESTANDAR",6
2022-02-14,bhusaquen,3,SUPERIOR,2
2022-02-14,bhusaquen,4,"ESTANDAR COCINA",0
2022-02-14,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-02-14,bhusaquen,6,"TWIN JUNIOR",0
2022-02-14,bhusaquen,7,"TWIN COCINA",0
2022-02-15,bhusaquen,1,ESTANDAR,47
2022-02-15,bhusaquen,2,"TWIN ESTANDAR",6
2022-02-15,bhusaquen,3,SUPERIOR,2
2022-02-15,bhusaquen,4,"ESTANDAR COCINA",0
2022-02-15,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-02-15,bhusaquen,6,"TWIN JUNIOR",0
2022-02-15,bhusaquen,7,"TWIN COCINA",0
2022-02-05,belasierra,6,FAMILIAR,0
2022-02-05,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2022-02-05,belasierra,8,"STANDAR DOBLE TWIN",0
2022-02-05,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2022-02-05,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2022-02-05,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-06,belasierra,6,FAMILIAR,0
2022-02-06,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2022-02-06,belasierra,8,"STANDAR DOBLE TWIN",0
2022-02-06,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2022-02-06,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2022-02-06,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-07,belasierra,6,FAMILIAR,0
2022-02-07,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2022-02-07,belasierra,8,"STANDAR DOBLE TWIN",0
2022-02-07,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2022-02-07,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2022-02-07,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-08,belasierra,6,FAMILIAR,0
2022-02-08,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2022-02-08,belasierra,8,"STANDAR DOBLE TWIN",0
2022-02-08,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2022-02-08,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2022-02-08,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-09,belasierra,6,FAMILIAR,0
2022-02-09,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2022-02-09,belasierra,8,"STANDAR DOBLE TWIN",0
2022-02-09,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2022-02-09,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2022-02-09,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-10,belasierra,6,FAMILIAR,0
2022-02-10,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2022-02-10,belasierra,8,"STANDAR DOBLE TWIN",0
2022-02-10,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2022-02-10,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2022-02-10,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-11,belasierra,6,FAMILIAR,0
2022-02-11,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2022-02-11,belasierra,8,"STANDAR DOBLE TWIN",0
2022-02-11,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2022-02-11,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2022-02-11,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-12,belasierra,6,FAMILIAR,0
2022-02-12,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2022-02-12,belasierra,8,"STANDAR DOBLE TWIN",0
2022-02-12,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2022-02-12,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2022-02-12,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-13,belasierra,6,FAMILIAR,0
2022-02-13,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2022-02-13,belasierra,8,"STANDAR DOBLE TWIN",0
2022-02-13,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2022-02-13,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2022-02-13,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-14,belasierra,6,FAMILIAR,0
2022-02-14,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2022-02-14,belasierra,8,"STANDAR DOBLE TWIN",0
2022-02-14,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2022-02-14,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2022-02-14,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-15,belasierra,6,FAMILIAR,0
2022-02-15,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2022-02-15,belasierra,8,"STANDAR DOBLE TWIN",0
2022-02-15,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2022-02-15,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2022-02-15,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-05,bhpoblado,2,"ESTANDAR KING",1
2022-02-05,bhpoblado,3,"ESTANDAR QUEEN",0
2022-02-05,bhpoblado,4,TWIN,0
2022-02-05,bhpoblado,5,"JUNIOR SUITE",0
2022-02-05,bhpoblado,6,"ESPECIAL TWIN",0
2022-02-05,bhpoblado,7,"ESPECIAL QUEEN",0
2022-02-06,bhpoblado,2,"ESTANDAR KING",3
2022-02-06,bhpoblado,3,"ESTANDAR QUEEN",0
2022-02-06,bhpoblado,4,TWIN,0
2022-02-06,bhpoblado,5,"JUNIOR SUITE",0
2022-02-06,bhpoblado,6,"ESPECIAL TWIN",0
2022-02-06,bhpoblado,7,"ESPECIAL QUEEN",0
2022-02-07,bhpoblado,2,"ESTANDAR KING",6
2022-02-07,bhpoblado,3,"ESTANDAR QUEEN",1
2022-02-07,bhpoblado,4,TWIN,0
2022-02-07,bhpoblado,5,"JUNIOR SUITE",0
2022-02-07,bhpoblado,6,"ESPECIAL TWIN",0
2022-02-07,bhpoblado,7,"ESPECIAL QUEEN",0
2022-02-08,bhpoblado,2,"ESTANDAR KING",6
2022-02-08,bhpoblado,3,"ESTANDAR QUEEN",2
2022-02-08,bhpoblado,4,TWIN,0
2022-02-08,bhpoblado,5,"JUNIOR SUITE",0
2022-02-08,bhpoblado,6,"ESPECIAL TWIN",0
2022-02-08,bhpoblado,7,"ESPECIAL QUEEN",0
2022-02-09,bhpoblado,2,"ESTANDAR KING",6
2022-02-09,bhpoblado,3,"ESTANDAR QUEEN",2
2022-02-09,bhpoblado,4,TWIN,0
2022-02-09,bhpoblado,5,"JUNIOR SUITE",0
2022-02-09,bhpoblado,6,"ESPECIAL TWIN",0
2022-02-09,bhpoblado,7,"ESPECIAL QUEEN",0
2022-02-10,bhpoblado,2,"ESTANDAR KING",6
2022-02-10,bhpoblado,3,"ESTANDAR QUEEN",2
2022-02-10,bhpoblado,4,TWIN,0
2022-02-10,bhpoblado,5,"JUNIOR SUITE",0
2022-02-10,bhpoblado,6,"ESPECIAL TWIN",0
2022-02-10,bhpoblado,7,"ESPECIAL QUEEN",0
2022-02-11,bhpoblado,2,"ESTANDAR KING",6
2022-02-11,bhpoblado,3,"ESTANDAR QUEEN",2
2022-02-11,bhpoblado,4,TWIN,0
2022-02-11,bhpoblado,5,"JUNIOR SUITE",0
2022-02-11,bhpoblado,6,"ESPECIAL TWIN",0
2022-02-11,bhpoblado,7,"ESPECIAL QUEEN",0
2022-02-12,bhpoblado,2,"ESTANDAR KING",6
2022-02-12,bhpoblado,3,"ESTANDAR QUEEN",2
2022-02-12,bhpoblado,4,TWIN,0
2022-02-12,bhpoblado,5,"JUNIOR SUITE",0
2022-02-12,bhpoblado,6,"ESPECIAL TWIN",0
2022-02-12,bhpoblado,7,"ESPECIAL QUEEN",0
2022-02-13,bhpoblado,2,"ESTANDAR KING",6
2022-02-13,bhpoblado,3,"ESTANDAR QUEEN",2
2022-02-13,bhpoblado,4,TWIN,0
2022-02-13,bhpoblado,5,"JUNIOR SUITE",0
2022-02-13,bhpoblado,6,"ESPECIAL TWIN",0
2022-02-13,bhpoblado,7,"ESPECIAL QUEEN",0
2022-02-14,bhpoblado,2,"ESTANDAR KING",6
2022-02-14,bhpoblado,3,"ESTANDAR QUEEN",2
2022-02-14,bhpoblado,4,TWIN,0
2022-02-14,bhpoblado,5,"JUNIOR SUITE",0
2022-02-14,bhpoblado,6,"ESPECIAL TWIN",0
2022-02-14,bhpoblado,7,"ESPECIAL QUEEN",0
2022-02-15,bhpoblado,2,"ESTANDAR KING",6
2022-02-15,bhpoblado,3,"ESTANDAR QUEEN",2
2022-02-15,bhpoblado,4,TWIN,0
2022-02-15,bhpoblado,5,"JUNIOR SUITE",0
2022-02-15,bhpoblado,6,"ESPECIAL TWIN",0
2022-02-15,bhpoblado,7,"ESPECIAL QUEEN",0
2022-02-05,bsrosales,1,"JUNIOR SUITE QUEEN",5
2022-02-05,bsrosales,2,SUPERIOR,1
2022-02-05,bsrosales,3,"SUPERIOR TWIN",0
2022-02-05,bsrosales,4,ESTANDAR,0
2022-02-05,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-05,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-06,bsrosales,1,"JUNIOR SUITE QUEEN",17
2022-02-06,bsrosales,2,SUPERIOR,3
2022-02-06,bsrosales,3,"SUPERIOR TWIN",0
2022-02-06,bsrosales,4,ESTANDAR,0
2022-02-06,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-06,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-07,bsrosales,1,"JUNIOR SUITE QUEEN",32
2022-02-07,bsrosales,2,SUPERIOR,6
2022-02-07,bsrosales,3,"SUPERIOR TWIN",1
2022-02-07,bsrosales,4,ESTANDAR,0
2022-02-07,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-07,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-08,bsrosales,1,"JUNIOR SUITE QUEEN",35
2022-02-08,bsrosales,2,SUPERIOR,6
2022-02-08,bsrosales,3,"SUPERIOR TWIN",2
2022-02-08,bsrosales,4,ESTANDAR,0
2022-02-08,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-08,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-09,bsrosales,1,"JUNIOR SUITE QUEEN",40
2022-02-09,bsrosales,2,SUPERIOR,6
2022-02-09,bsrosales,3,"SUPERIOR TWIN",2
2022-02-09,bsrosales,4,ESTANDAR,0
2022-02-09,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-09,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-10,bsrosales,1,"JUNIOR SUITE QUEEN",41
2022-02-10,bsrosales,2,SUPERIOR,6
2022-02-10,bsrosales,3,"SUPERIOR TWIN",2
2022-02-10,bsrosales,4,ESTANDAR,0
2022-02-10,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-10,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-11,bsrosales,1,"JUNIOR SUITE QUEEN",43
2022-02-11,bsrosales,2,SUPERIOR,6
2022-02-11,bsrosales,3,"SUPERIOR TWIN",2
2022-02-11,bsrosales,4,ESTANDAR,0
2022-02-11,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-11,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-12,bsrosales,1,"JUNIOR SUITE QUEEN",45
2022-02-12,bsrosales,2,SUPERIOR,6
2022-02-12,bsrosales,3,"SUPERIOR TWIN",2
2022-02-12,bsrosales,4,ESTANDAR,0
2022-02-12,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-12,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-13,bsrosales,1,"JUNIOR SUITE QUEEN",46
2022-02-13,bsrosales,2,SUPERIOR,6
2022-02-13,bsrosales,3,"SUPERIOR TWIN",2
2022-02-13,bsrosales,4,ESTANDAR,0
2022-02-13,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-13,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-14,bsrosales,1,"JUNIOR SUITE QUEEN",46
2022-02-14,bsrosales,2,SUPERIOR,6
2022-02-14,bsrosales,3,"SUPERIOR TWIN",2
2022-02-14,bsrosales,4,ESTANDAR,0
2022-02-14,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-14,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-15,bsrosales,1,"JUNIOR SUITE QUEEN",47
2022-02-15,bsrosales,2,SUPERIOR,6
2022-02-15,bsrosales,3,"SUPERIOR TWIN",2
2022-02-15,bsrosales,4,ESTANDAR,0
2022-02-15,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-15,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-05,bhbarranquilla,1,TWIN,5
2022-02-05,bhbarranquilla,2,ESTANDAR,1
2022-02-05,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-05,bhbarranquilla,5,"ESPECIAL ESTANDAR",0
2022-02-06,bhbarranquilla,1,TWIN,17
2022-02-06,bhbarranquilla,2,ESTANDAR,3
2022-02-06,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-06,bhbarranquilla,5,"ESPECIAL ESTANDAR",0
2022-02-07,bhbarranquilla,1,TWIN,32
2022-02-07,bhbarranquilla,2,ESTANDAR,6
2022-02-07,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-07,bhbarranquilla,5,"ESPECIAL ESTANDAR",0
2022-02-08,bhbarranquilla,1,TWIN,35
2022-02-08,bhbarranquilla,2,ESTANDAR,6
2022-02-08,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-08,bhbarranquilla,5,"ESPECIAL ESTANDAR",0
2022-02-09,bhbarranquilla,1,TWIN,40
2022-02-09,bhbarranquilla,2,ESTANDAR,6
2022-02-09,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-09,bhbarranquilla,5,"ESPECIAL ESTANDAR",0
2022-02-10,bhbarranquilla,1,TWIN,41
2022-02-10,bhbarranquilla,2,ESTANDAR,6
2022-02-10,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-10,bhbarranquilla,5,"ESPECIAL ESTANDAR",0
2022-02-11,bhbarranquilla,1,TWIN,43
2022-02-11,bhbarranquilla,2,ESTANDAR,6
2022-02-11,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-11,bhbarranquilla,5,"ESPECIAL ESTANDAR",0
2022-02-12,bhbarranquilla,1,TWIN,45
2022-02-12,bhbarranquilla,2,ESTANDAR,6
2022-02-12,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-12,bhbarranquilla,5,"ESPECIAL ESTANDAR",0
2022-02-13,bhbarranquilla,1,TWIN,46
2022-02-13,bhbarranquilla,2,ESTANDAR,6
2022-02-13,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-13,bhbarranquilla,5,"ESPECIAL ESTANDAR",0
2022-02-14,bhbarranquilla,1,TWIN,46
2022-02-14,bhbarranquilla,2,ESTANDAR,6
2022-02-14,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-14,bhbarranquilla,5,"ESPECIAL ESTANDAR",0
2022-02-15,bhbarranquilla,1,TWIN,47
2022-02-15,bhbarranquilla,2,ESTANDAR,6
2022-02-15,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-15,bhbarranquilla,5,"ESPECIAL ESTANDAR",0
2022-02-05,bhbicentenario,1,ESTANDAR,5
2022-02-05,bhbicentenario,2,TWIN,1
2022-02-05,bhbicentenario,6,"ESPECIAL ESTANDAR",0
2022-02-05,bhbicentenario,7,TWIN1,0
2022-02-05,bhbicentenario,8,TWIN2,0
2022-02-05,bhbicentenario,9,TRIPLE,0
2022-02-06,bhbicentenario,1,ESTANDAR,17
2022-02-06,bhbicentenario,2,TWIN,3
2022-02-06,bhbicentenario,6,"ESPECIAL ESTANDAR",0
2022-02-06,bhbicentenario,7,TWIN1,0
2022-02-06,bhbicentenario,8,TWIN2,0
2022-02-06,bhbicentenario,9,TRIPLE,0
2022-02-07,bhbicentenario,1,ESTANDAR,32
2022-02-07,bhbicentenario,2,TWIN,6
2022-02-07,bhbicentenario,6,"ESPECIAL ESTANDAR",0
2022-02-07,bhbicentenario,7,TWIN1,0
2022-02-07,bhbicentenario,8,TWIN2,0
2022-02-07,bhbicentenario,9,TRIPLE,0
2022-02-08,bhbicentenario,1,ESTANDAR,35
2022-02-08,bhbicentenario,2,TWIN,6
2022-02-08,bhbicentenario,6,"ESPECIAL ESTANDAR",0
2022-02-08,bhbicentenario,7,TWIN1,0
2022-02-08,bhbicentenario,8,TWIN2,0
2022-02-08,bhbicentenario,9,TRIPLE,0
2022-02-09,bhbicentenario,1,ESTANDAR,40
2022-02-09,bhbicentenario,2,TWIN,6
2022-02-09,bhbicentenario,6,"ESPECIAL ESTANDAR",0
2022-02-09,bhbicentenario,7,TWIN1,0
2022-02-09,bhbicentenario,8,TWIN2,0
2022-02-09,bhbicentenario,9,TRIPLE,0
2022-02-10,bhbicentenario,1,ESTANDAR,41
2022-02-10,bhbicentenario,2,TWIN,6
2022-02-10,bhbicentenario,6,"ESPECIAL ESTANDAR",0
2022-02-10,bhbicentenario,7,TWIN1,0
2022-02-10,bhbicentenario,8,TWIN2,0
2022-02-10,bhbicentenario,9,TRIPLE,0
2022-02-11,bhbicentenario,1,ESTANDAR,43
2022-02-11,bhbicentenario,2,TWIN,6
2022-02-11,bhbicentenario,6,"ESPECIAL ESTANDAR",0
2022-02-11,bhbicentenario,7,TWIN1,0
2022-02-11,bhbicentenario,8,TWIN2,0
2022-02-11,bhbicentenario,9,TRIPLE,0
2022-02-12,bhbicentenario,1,ESTANDAR,45
2022-02-12,bhbicentenario,2,TWIN,6
2022-02-12,bhbicentenario,6,"ESPECIAL ESTANDAR",0
2022-02-12,bhbicentenario,7,TWIN1,0
2022-02-12,bhbicentenario,8,TWIN2,0
2022-02-12,bhbicentenario,9,TRIPLE,0
2022-02-13,bhbicentenario,1,ESTANDAR,46
2022-02-13,bhbicentenario,2,TWIN,6
2022-02-13,bhbicentenario,6,"ESPECIAL ESTANDAR",0
2022-02-13,bhbicentenario,7,TWIN1,0
2022-02-13,bhbicentenario,8,TWIN2,0
2022-02-13,bhbicentenario,9,TRIPLE,0
2022-02-14,bhbicentenario,1,ESTANDAR,46
2022-02-14,bhbicentenario,2,TWIN,6
2022-02-14,bhbicentenario,6,"ESPECIAL ESTANDAR",0
2022-02-14,bhbicentenario,7,TWIN1,0
2022-02-14,bhbicentenario,8,TWIN2,0
2022-02-14,bhbicentenario,9,TRIPLE,0
2022-02-15,bhbicentenario,1,ESTANDAR,47
2022-02-15,bhbicentenario,2,TWIN,6
2022-02-15,bhbicentenario,6,"ESPECIAL ESTANDAR",0
2022-02-15,bhbicentenario,7,TWIN1,0
2022-02-15,bhbicentenario,8,TWIN2,0
2022-02-15,bhbicentenario,9,TRIPLE,0
2022-02-05,bhzonafinanciera,1,ESTANDAR,5
2022-02-05,bhzonafinanciera,2,TWIN,1
2022-02-05,bhzonafinanciera,3,"JUNIOR SUITE",0
2022-02-05,bhzonafinanciera,4,"ESPECIAL ESTANDAR",0
2022-02-05,bhzonafinanciera,5,PRIVILEGE,0
2022-02-06,bhzonafinanciera,1,ESTANDAR,17
2022-02-06,bhzonafinanciera,2,TWIN,3
2022-02-06,bhzonafinanciera,3,"JUNIOR SUITE",0
2022-02-06,bhzonafinanciera,4,"ESPECIAL ESTANDAR",0
