fecha,hotel,"hab bamboo","hab rategain",disponibilidad
2022-02-07,bhusaquen,4,"ESTANDAR COCINA",0
2022-02-07,bhusaquen,5,"ESPECIAL ESTANDAR",3
2022-02-07,bhusaquen,6,"TWIN JUNIOR",10
2022-02-07,bhusaquen,7,"TWIN COCINA",1
2022-02-08,bhusaquen,1,ESTANDAR,24
2022-02-08,bhusaquen,2,"TWIN ESTANDAR",3
2022-02-08,bhusaquen,3,SUPERIOR,0
2022-02-08,bhusaquen,4,"ESTANDAR COCINA",0
2022-02-08,bhusaquen,5,"ESPECIAL ESTANDAR",3
2022-02-08,bhusaquen,6,"TWIN JUNIOR",10
2022-02-08,bhusaquen,7,"TWIN COCINA",2
2022-02-09,bhusaquen,1,ESTANDAR,26
2022-02-09,bhusaquen,2,"TWIN ESTANDAR",4
2022-02-09,bhusaquen,3,SUPERIOR,0
2022-02-09,bhusaquen,4,"ESTANDAR COCINA",0
2022-02-09,bhusaquen,5,"ESPECIAL ESTANDAR",3
2022-02-09,bhusaquen,6,"TWIN JUNIOR",11
2022-02-09,bhusaquen,7,"TWIN COCINA",3
2022-02-10,bhusaquen,1,ESTANDAR,25
2022-02-10,bhusaquen,2,"TWIN ESTANDAR",5
2022-02-10,bhusaquen,3,SUPERIOR,0
2022-02-10,bhusaquen,4,"ESTANDAR COCINA",0
2022-02-10,bhusaquen,5,"ESPECIAL ESTANDAR",3
2022-02-10,bhusaquen,6,"TWIN JUNIOR",11
2022-02-10,bhusaquen,7,"TWIN COCINA",3
2022-02-05,belasierra,6,FAMILIAR,3
2022-02-05,belasierra,7,"STANDAR CAMA MATRIMONIAL",2
2022-02-05,belasierra,8,"STANDAR DOBLE TWIN",0
2022-02-05,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",1
2022-02-05,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",3
2022-02-05,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-06,belasierra,6,FAMILIAR,4
2022-02-06,belasierra,7,"STANDAR CAMA MATRIMONIAL",5
2022-02-06,belasierra,8,"STANDAR DOBLE TWIN",4
2022-02-06,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",2
2022-02-06,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",4
2022-02-06,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-07,belasierra,6,FAMILIAR,4
2022-02-07,belasierra,7,"STANDAR CAMA MATRIMONIAL",4
2022-02-07,belasierra,8,"STANDAR DOBLE TWIN",4
2022-02-07,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",3
2022-02-07,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",5
2022-02-07,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-08,belasierra,6,FAMILIAR,4
2022-02-08,belasierra,7,"STANDAR CAMA MATRIMONIAL",5
2022-02-08,belasierra,8,"STANDAR DOBLE TWIN",5
2022-02-08,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",5
2022-02-08,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",3
2022-02-08,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-09,belasierra,6,FAMILIAR,6
2022-02-09,belasierra,7,"STANDAR CAMA MATRIMONIAL",6
2022-02-09,belasierra,8,"STANDAR DOBLE TWIN",6
2022-02-09,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",5
2022-02-09,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",2
2022-02-09,belasierra,11,"SUPERIOR DOBLE TWIN",0
2022-02-10,belasierra,6,FAMILIAR,2
2022-02-10,belasierra,7,"STANDAR CAMA MATRIMONIAL",4
2022-02-10,belasierra,8,"STANDAR DOBLE TWIN",3
2022-02-10,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",6
2022-02-10,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",2
2022-02-10,belasierra,11,"SUPERIOR DOBLE TWIN",1
2022-02-05,bhpoblado,2,"ESTANDAR KING",1
2022-02-05,bhpoblado,3,"ESTANDAR QUEEN",13
2022-02-05,bhpoblado,4,TWIN,0
2022-02-05,bhpoblado,5,"JUNIOR SUITE",1
2022-02-05,bhpoblado,6,"ESPECIAL TWIN",0
2022-02-05,bhpoblado,7,"ESPECIAL QUEEN",1
2022-02-06,bhpoblado,2,"ESTANDAR KING",1
2022-02-06,bhpoblado,3,"ESTANDAR QUEEN",17
2022-02-06,bhpoblado,4,TWIN,1
2022-02-06,bhpoblado,5,"JUNIOR SUITE",1
2022-02-06,bhpoblado,6,"ESPECIAL TWIN",1
2022-02-06,bhpoblado,7,"ESPECIAL QUEEN",1
2022-02-07,bhpoblado,2,"ESTANDAR KING",4
2022-02-07,bhpoblado,3,"ESTANDAR QUEEN",13
2022-02-07,bhpoblado,4,TWIN,2
2022-02-07,bhpoblado,5,"JUNIOR SUITE",2
2022-02-07,bhpoblado,6,"ESPECIAL TWIN",1
2022-02-07,bhpoblado,7,"ESPECIAL QUEEN",1
2022-02-08,bhpoblado,2,"ESTANDAR KING",4
2022-02-08,bhpoblado,3,"ESTANDAR QUEEN",15
2022-02-08,bhpoblado,4,TWIN,7
2022-02-08,bhpoblado,5,"JUNIOR SUITE",2
2022-02-08,bhpoblado,6,"ESPECIAL TWIN",1
2022-02-08,bhpoblado,7,"ESPECIAL QUEEN",1
2022-02-09,bhpoblado,2,"ESTANDAR KING",0
2022-02-09,bhpoblado,3,"ESTANDAR QUEEN",2
2022-02-09,bhpoblado,4,TWIN,4
2022-02-09,bhpoblado,5,"JUNIOR SUITE",1
2022-02-09,bhpoblado,6,"ESPECIAL TWIN",1
2022-02-09,bhpoblado,7,"ESPECIAL QUEEN",1
2022-02-10,bhpoblado,2,"ESTANDAR KING",0
2022-02-10,bhpoblado,3,"ESTANDAR QUEEN",2
2022-02-10,bhpoblado,4,TWIN,0
2022-02-10,bhpoblado,5,"JUNIOR SUITE",1
2022-02-10,bhpoblado,6,"ESPECIAL TWIN",0
2022-02-10,bhpoblado,7,"ESPECIAL QUEEN",0
2022-02-05,bsrosales,1,"JUNIOR SUITE QUEEN",0
2022-02-05,bsrosales,2,SUPERIOR,0
2022-02-05,bsrosales,3,"SUPERIOR TWIN",1
2022-02-05,bsrosales,4,ESTANDAR,1
2022-02-05,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-05,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-06,bsrosales,1,"JUNIOR SUITE QUEEN",2
2022-02-06,bsrosales,2,SUPERIOR,2
2022-02-06,bsrosales,3,"SUPERIOR TWIN",2
2022-02-06,bsrosales,4,ESTANDAR,7
2022-02-06,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-06,bsrosales,6,"JUNIOR SUITE TWIN",1
2022-02-07,bsrosales,1,"JUNIOR SUITE QUEEN",0
2022-02-07,bsrosales,2,SUPERIOR,1
2022-02-07,bsrosales,3,"SUPERIOR TWIN",1
2022-02-07,bsrosales,4,ESTANDAR,0
2022-02-07,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-07,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-08,bsrosales,1,"JUNIOR SUITE QUEEN",0
2022-02-08,bsrosales,2,SUPERIOR,0
2022-02-08,bsrosales,3,"SUPERIOR TWIN",1
2022-02-08,bsrosales,4,ESTANDAR,1
2022-02-08,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-08,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-09,bsrosales,1,"JUNIOR SUITE QUEEN",0
2022-02-09,bsrosales,2,SUPERIOR,1
2022-02-09,bsrosales,3,"SUPERIOR TWIN",0
2022-02-09,bsrosales,4,ESTANDAR,6
2022-02-09,bsrosales,5,"ESTANDAR ESPECIAL",1
2022-02-09,bsrosales,6,"JUNIOR SUITE TWIN",0
2022-02-10,bsrosales,1,"JUNIOR SUITE QUEEN",0
2022-02-10,bsrosales,2,SUPERIOR,1
2022-02-10,bsrosales,3,"SUPERIOR TWIN",1
2022-02-10,bsrosales,4,ESTANDAR,12
2022-02-10,bsrosales,5,"ESTANDAR ESPECIAL",0
2022-02-10,bsrosales,6,"JUNIOR SUITE TWIN",2
2022-02-05,bhbarranquilla,1,TWIN,4
2022-02-05,bhbarranquilla,2,ESTANDAR,24
2022-02-05,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-05,bhbarranquilla,5,"ESPECIAL ESTANDAR",1
2022-02-06,bhbarranquilla,1,TWIN,8
2022-02-06,bhbarranquilla,2,ESTANDAR,23
2022-02-06,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-06,bhbarranquilla,5,"ESPECIAL ESTANDAR",1
2022-02-07,bhbarranquilla,1,TWIN,8
2022-02-07,bhbarranquilla,2,ESTANDAR,7
2022-02-07,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-07,bhbarranquilla,5,"ESPECIAL ESTANDAR",1
2022-02-08,bhbarranquilla,1,TWIN,5
2022-02-08,bhbarranquilla,2,ESTANDAR,9
2022-02-08,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-08,bhbarranquilla,5,"ESPECIAL ESTANDAR",1
2022-02-09,bhbarranquilla,1,TWIN,7
2022-02-09,bhbarranquilla,2,ESTANDAR,20
2022-02-09,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-09,bhbarranquilla,5,"ESPECIAL ESTANDAR",1
2022-02-10,bhbarranquilla,1,TWIN,7
2022-02-10,bhbarranquilla,2,ESTANDAR,17
2022-02-10,bhbarranquilla,4,"JUNIOR SUITE",0
2022-02-10,bhbarranquilla,5,"ESPECIAL ESTANDAR",1
2022-02-05,bhbicentenario,1,ESTANDAR,8
2022-02-05,bhbicentenario,2,TWIN,3
2022-02-05,bhbicentenario,6,"ESPECIAL ESTANDAR",2
2022-02-05,bhbicentenario,7,TWIN1,4
2022-02-05,bhbicentenario,8,TWIN2,6
2022-02-05,bhbicentenario,9,TRIPLE,5
2022-02-06,bhbicentenario,1,ESTANDAR,8
2022-02-06,bhbicentenario,2,TWIN,3
2022-02-06,bhbicentenario,6,"ESPECIAL ESTANDAR",2
2022-02-06,bhbicentenario,7,TWIN1,7
2022-02-06,bhbicentenario,8,TWIN2,10
2022-02-06,bhbicentenario,9,TRIPLE,6
2022-02-07,bhbicentenario,1,ESTANDAR,11
2022-02-07,bhbicentenario,2,TWIN,3
2022-02-07,bhbicentenario,6,"ESPECIAL ESTANDAR",2
2022-02-07,bhbicentenario,7,TWIN1,8
2022-02-07,bhbicentenario,8,TWIN2,10
2022-02-07,bhbicentenario,9,TRIPLE,7
2022-02-08,bhbicentenario,1,ESTANDAR,9
2022-02-08,bhbicentenario,2,TWIN,3
2022-02-08,bhbicentenario,6,"ESPECIAL ESTANDAR",2
2022-02-08,bhbicentenario,7,TWIN1,8
2022-02-08,bhbicentenario,8,TWIN2,10
2022-02-08,bhbicentenario,9,TRIPLE,2
2022-02-09,bhbicentenario,1,ESTANDAR,10
2022-02-09,bhbicentenario,2,TWIN,3
2022-02-09,bhbicentenario,6,"ESPECIAL ESTANDAR",2
2022-02-09,bhbicentenario,7,TWIN1,8
2022-02-09,bhbicentenario,8,TWIN2,11
2022-02-09,bhbicentenario,9,TRIPLE,3
2022-02-10,bhbicentenario,1,ESTANDAR,7
2022-02-10,bhbicentenario,2,TWIN,4
2022-02-10,bhbicentenario,6,"ESPECIAL ESTANDAR",2
2022-02-10,bhbicentenario,7,TWIN1,8
2022-02-10,bhbicentenario,8,TWIN2,9
2022-02-10,bhbicentenario,9,TRIPLE,7
2022-02-05,bhzonafinanciera,1,ESTANDAR,16
2022-02-05,bhzonafinanciera,2,TWIN,4
2022-02-05,bhzonafinanciera,3,"JUNIOR SUITE",0
2022-02-05,bhzonafinanciera,4,"ESPECIAL ESTANDAR",1
2022-02-05,bhzonafinanciera,5,PRIVILEGE,2
2022-02-06,bhzonafinanciera,1,ESTANDAR,21
2022-02-06,bhzonafinanciera,2,TWIN,3
2022-02-06,bhzonafinanciera,3,"JUNIOR SUITE",0
2022-02-06,bhzonafinanciera,4,"ESPECIAL ESTANDAR",1
2022-02-06,bhzonafinanciera,5,PRIVILEGE,1
2022-02-07,bhzonafinanciera,1,ESTANDAR,26
2022-02-07,bhzonafinanciera,2,TWIN,2
2022-02-07,bhzonafinanciera,3,"JUNIOR SUITE",0
2022-02-07,bhzonafinanciera,4,"ESPECIAL ESTANDAR",1
2022-02-07,bhzonafinanciera,5,PRIVILEGE,1
2022-02-08,bhzonafinanciera,1,ESTANDAR,16
2022-02-08,bhzonafinanciera,2,TWIN,6
2022-02-08,bhzonafinanciera,3,"JUNIOR SUITE",0
2022-02-08,bhzonafinanciera,4,"ESPECIAL ESTANDAR",1
2022-02-08,bhzonafinanciera,5,PRIVILEGE,1
2022-02-09,bhzonafinanciera,1,ESTANDAR,31
2022-02-09,bhzonafinanciera,2,TWIN,7
2022-02-09,bhzonafinanciera,3,"JUNIOR SUITE",0
2022-02-09,bhzonafinanciera,4,"ESPECIAL ESTANDAR",1
2022-02-09,bhzonafinanciera,5,PRIVILEGE,1
2022-02-10,bhzonafinanciera,1,ESTANDAR,26
2022-02-10,bhzonafinanciera,2,TWIN,7
2022-02-10,bhzonafinanciera,3,"JUNIOR SUITE",0
2022-02-10,bhzonafinanciera,4,"ESPECIAL ESTANDAR",1
2022-02-10,bhzonafinanciera,5,PRIVILEGE,1
2022-02-05,bhretiro,1,ESTANDAR,15
2022-02-05,bhretiro,2,TWIN,2
2022-02-05,bhretiro,3,"JUNIOR SUITE",0
2022-02-05,bhretiro,4,AUXILIAR,0
2022-02-05,bhretiro,5,"ESPECIAL TWIN",0
2022-02-05,bhretiro,6,PRIVILEGE,2
2022-02-06,bhretiro,1,ESTANDAR,3
2022-02-06,bhretiro,2,TWIN,1
2022-02-06,bhretiro,3,"JUNIOR SUITE",0
2022-02-06,bhretiro,4,AUXILIAR,0
2022-02-06,bhretiro,5,"ESPECIAL TWIN",0
2022-02-06,bhretiro,6,PRIVILEGE,0
2022-02-07,bhretiro,1,ESTANDAR,4
2022-02-07,bhretiro,2,TWIN,2
2022-02-07,bhretiro,3,"JUNIOR SUITE",0
2022-02-07,bhretiro,4,AUXILIAR,0
2022-02-07,bhretiro,5,"ESPECIAL TWIN",1
2022-02-07,bhretiro,6,PRIVILEGE,1
2022-02-08,bhretiro,1,ESTANDAR,6
2022-02-08,bhretiro,2,TWIN,1
2022-02-08,bhretiro,3,"JUNIOR SUITE",0
2022-02-08,bhretiro,4,AUXILIAR,0
2022-02-08,bhretiro,5,"ESPECIAL TWIN",1
2022-02-08,bhretiro,6,PRIVILEGE,0
2022-02-09,bhretiro,1,ESTANDAR,2
2022-02-09,bhretiro,2,TWIN,1
2022-02-09,bhretiro,3,"JUNIOR SUITE",0
2022-02-09,bhretiro,4,AUXILIAR,0
2022-02-09,bhretiro,5,"ESPECIAL TWIN",1
2022-02-09,bhretiro,6,PRIVILEGE,1
2022-02-10,bhretiro,1,ESTANDAR,5
2022-02-10,bhretiro,2,TWIN,1
2022-02-10,bhretiro,3,"JUNIOR SUITE",0
2022-02-10,bhretiro,4,AUXILIAR,0
2022-02-10,bhretiro,5,"ESPECIAL TWIN",1
2022-02-10,bhretiro,6,PRIVILEGE,1
2022-02-05,bhlaquinta,1,"JUNIOR SUITE",2
2022-02-05,bhlaquinta,2,TWIN,1
2022-02-05,bhlaquinta,3,ESTANDAR,3
2022-02-05,bhlaquinta,4,"ESPECIAL JUNIOR SUITE",0
2022-02-05,bhlaquinta,5,SUPERIOR,12
2022-02-05,bhlaquinta,6,"JUNIOR SUITE TERRAZA",2
2022-02-05,bhlaquinta,7,"JUNIOR SUITE BALCON",1
2022-02-05,bhlaquinta,8,"JUNIOR SUITE CASA",0
2022-02-06,bhlaquinta,1,"JUNIOR SUITE",1
2022-02-06,bhlaquinta,2,TWIN,1
2022-02-06,bhlaquinta,3,ESTANDAR,1
2022-02-06,bhlaquinta,4,"ESPECIAL JUNIOR SUITE",0
2022-02-06,bhlaquinta,5,SUPERIOR,10
2022-02-06,bhlaquinta,6,"JUNIOR SUITE TERRAZA",2
2022-02-06,bhlaquinta,7,"JUNIOR SUITE BALCON",1
2022-02-06,bhlaquinta,8,"JUNIOR SUITE CASA",1
2022-02-07,bhlaquinta,1,"JUNIOR SUITE",1
2022-02-07,bhlaquinta,2,TWIN,1
2022-02-07,bhlaquinta,3,ESTANDAR,4
2022-02-07,bhlaquinta,4,"ESPECIAL JUNIOR SUITE",0
2022-02-07,bhlaquinta,5,SUPERIOR,12
2022-02-07,bhlaquinta,6,"JUNIOR SUITE TERRAZA",2
2022-02-07,bhlaquinta,7,"JUNIOR SUITE BALCON",2
2022-02-07,bhlaquinta,8,"JUNIOR SUITE CASA",1
2022-02-08,bhlaquinta,1,"JUNIOR SUITE",1
2022-02-08,bhlaquinta,2,TWIN,1
2022-02-08,bhlaquinta,3,ESTANDAR,4
2022-02-08,bhlaquinta,4,"ESPECIAL JUNIOR SUITE",0
2022-02-08,bhlaquinta,5,SUPERIOR,10
2022-02-08,bhlaquinta,6,"JUNIOR SUITE TERRAZA",2
2022-02-08,bhlaquinta,7,"JUNIOR SUITE BALCON",2
2022-02-08,bhlaquinta,8,"JUNIOR SUITE CASA",1
2022-02-09,bhlaquinta,1,"JUNIOR SUITE",2
2022-02-09,bhlaquinta,2,TWIN,1
2022-02-09,bhlaquinta,3,ESTANDAR,1
2022-02-09,bhlaquinta,4,"ESPECIAL JUNIOR SUITE",0
2022-02-09,bhlaquinta,5,SUPERIOR,9
2022-02-09,bhlaquinta,6,"JUNIOR SUITE TERRAZA",2
2022-02-09,bhlaquinta,7,"JUNIOR SUITE BALCON",2
2022-02-09,bhlaquinta,8,"JUNIOR SUITE CASA",0
2022-02-10,bhlaquinta,1,"JUNIOR SUITE",2
2022-02-10,bhlaquinta,2,TWIN,1
2022-02-10,bhlaquinta,3,ESTANDAR,0
2022-02-10,bhlaquinta,4,"ESPECIAL JUNIOR SUITE",0
2022-02-10,bhlaquinta,5,SUPERIOR,12
2022-02-10,bhlaquinta,6,"JUNIOR SUITE TERRAZA",2
2022-02-10,bhlaquinta,7,"JUNIOR SUITE BALCON",2
2022-02-10,bhlaquinta,8,"JUNIOR SUITE CASA",0
