fecha,hotel,"hab bamboo","hab rategain",disponibilidad
2022-01-02,bhparque93,2,TWIN,6
2022-01-02,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-03,bhparque93,1,ESTANDAR,51
2022-01-03,bhparque93,2,TWIN,6
2022-01-03,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-04,bhparque93,1,ESTANDAR,51
2022-01-04,bhparque93,2,TWIN,6
2022-01-04,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-05,bhparque93,1,ESTANDAR,51
2022-01-05,bhparque93,2,TWIN,6
2022-01-05,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-06,bhparque93,1,ESTANDAR,51
2022-01-06,bhparque93,2,TWIN,6
2022-01-06,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-07,bhparque93,1,ESTANDAR,51
2022-01-07,bhparque93,2,TWIN,6
2022-01-07,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-08,bhparque93,1,ESTANDAR,51
2022-01-08,bhparque93,2,TWIN,6
2022-01-08,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-09,bhparque93,1,ESTANDAR,51
2022-01-09,bhparque93,2,TWIN,6
2022-01-09,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-10,bhparque93,1,ESTANDAR,51
2022-01-10,bhparque93,2,TWIN,6
2022-01-10,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-11,bhparque93,1,ESTANDAR,51
2022-01-11,bhparque93,2,TWIN,6
2022-01-11,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-12,bhparque93,1,ESTANDAR,51
2022-01-12,bhparque93,2,TWIN,6
2022-01-12,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-13,bhparque93,1,ESTANDAR,51
2022-01-13,bhparque93,2,TWIN,6
2022-01-13,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-14,bhparque93,1,ESTANDAR,51
2022-01-14,bhparque93,2,TWIN,6
2022-01-14,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-15,bhparque93,1,ESTANDAR,51
2022-01-15,bhparque93,2,TWIN,6
2022-01-15,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-16,bhparque93,1,ESTANDAR,52
2022-01-16,bhparque93,2,TWIN,6
2022-01-16,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-17,bhparque93,1,ESTANDAR,52
2022-01-17,bhparque93,2,TWIN,6
2022-01-17,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-18,bhparque93,1,ESTANDAR,52
2022-01-18,bhparque93,2,TWIN,6
2022-01-18,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-19,bhparque93,1,ESTANDAR,52
2022-01-19,bhparque93,2,TWIN,6
2022-01-19,bhparque93,3,"ESPECIAL ESTANDAR",2
2022-01-20,bhparque93,1,ESTANDAR,52
2022-01-20,bhparque93,2,TWIN,6
2022-01-20,bhparque93,3,"ESPECIAL ESTANDAR",2
2021-12-21,EKhotel,1,SUPERIOR,0
2021-12-21,EKhotel,2,TWIN,1
2021-12-21,EKhotel,3,"JUNIOR SUITE",0
2021-12-21,EKhotel,4,"ESPECIAL TWIN",0
2021-12-22,EKhotel,1,SUPERIOR,17
2021-12-22,EKhotel,2,TWIN,3
2021-12-22,EKhotel,3,"JUNIOR SUITE",0
2021-12-22,EKhotel,4,"ESPECIAL TWIN",0
2021-12-23,EKhotel,1,SUPERIOR,35
2021-12-23,EKhotel,2,TWIN,4
2021-12-23,EKhotel,3,"JUNIOR SUITE",0
2021-12-23,EKhotel,4,"ESPECIAL TWIN",0
2021-12-24,EKhotel,1,SUPERIOR,38
2021-12-24,EKhotel,2,TWIN,5
2021-12-24,EKhotel,3,"JUNIOR SUITE",0
2021-12-24,EKhotel,4,"ESPECIAL TWIN",0
2021-12-25,EKhotel,1,SUPERIOR,50
2021-12-25,EKhotel,2,TWIN,6
2021-12-25,EKhotel,3,"JUNIOR SUITE",2
2021-12-25,EKhotel,4,"ESPECIAL TWIN",0
2021-12-26,EKhotel,1,SUPERIOR,51
2021-12-26,EKhotel,2,TWIN,6
2021-12-26,EKhotel,3,"JUNIOR SUITE",2
2021-12-26,EKhotel,4,"ESPECIAL TWIN",0
2021-12-27,EKhotel,1,SUPERIOR,51
2021-12-27,EKhotel,2,TWIN,6
2021-12-27,EKhotel,3,"JUNIOR SUITE",2
2021-12-27,EKhotel,4,"ESPECIAL TWIN",0
2021-12-28,EKhotel,1,SUPERIOR,51
2021-12-28,EKhotel,2,TWIN,6
2021-12-28,EKhotel,3,"JUNIOR SUITE",2
2021-12-28,EKhotel,4,"ESPECIAL TWIN",0
2021-12-29,EKhotel,1,SUPERIOR,51
2021-12-29,EKhotel,2,TWIN,6
2021-12-29,EKhotel,3,"JUNIOR SUITE",2
2021-12-29,EKhotel,4,"ESPECIAL TWIN",0
2021-12-30,EKhotel,1,SUPERIOR,51
2021-12-30,EKhotel,2,TWIN,6
2021-12-30,EKhotel,3,"JUNIOR SUITE",2
2021-12-30,EKhotel,4,"ESPECIAL TWIN",0
2021-12-31,EKhotel,1,SUPERIOR,51
2021-12-31,EKhotel,2,TWIN,6
2021-12-31,EKhotel,3,"JUNIOR SUITE",2
2021-12-31,EKhotel,4,"ESPECIAL TWIN",0
2022-01-01,EKhotel,1,SUPERIOR,51
2022-01-01,EKhotel,2,TWIN,6
2022-01-01,EKhotel,3,"JUNIOR SUITE",2
2022-01-01,EKhotel,4,"ESPECIAL TWIN",0
2022-01-02,EKhotel,1,SUPERIOR,51
2022-01-02,EKhotel,2,TWIN,6
2022-01-02,EKhotel,3,"JUNIOR SUITE",2
2022-01-02,EKhotel,4,"ESPECIAL TWIN",0
2022-01-03,EKhotel,1,SUPERIOR,51
2022-01-03,EKhotel,2,TWIN,6
2022-01-03,EKhotel,3,"JUNIOR SUITE",2
2022-01-03,EKhotel,4,"ESPECIAL TWIN",0
2022-01-04,EKhotel,1,SUPERIOR,51
2022-01-04,EKhotel,2,TWIN,6
2022-01-04,EKhotel,3,"JUNIOR SUITE",2
2022-01-04,EKhotel,4,"ESPECIAL TWIN",0
2022-01-05,EKhotel,1,SUPERIOR,51
2022-01-05,EKhotel,2,TWIN,6
2022-01-05,EKhotel,3,"JUNIOR SUITE",2
2022-01-05,EKhotel,4,"ESPECIAL TWIN",0
2022-01-06,EKhotel,1,SUPERIOR,51
2022-01-06,EKhotel,2,TWIN,6
2022-01-06,EKhotel,3,"JUNIOR SUITE",2
2022-01-06,EKhotel,4,"ESPECIAL TWIN",0
2022-01-07,EKhotel,1,SUPERIOR,51
2022-01-07,EKhotel,2,TWIN,6
2022-01-07,EKhotel,3,"JUNIOR SUITE",2
2022-01-07,EKhotel,4,"ESPECIAL TWIN",0
2022-01-08,EKhotel,1,SUPERIOR,51
2022-01-08,EKhotel,2,TWIN,6
2022-01-08,EKhotel,3,"JUNIOR SUITE",2
2022-01-08,EKhotel,4,"ESPECIAL TWIN",0
2022-01-09,EKhotel,1,SUPERIOR,51
2022-01-09,EKhotel,2,TWIN,6
2022-01-09,EKhotel,3,"JUNIOR SUITE",2
2022-01-09,EKhotel,4,"ESPECIAL TWIN",0
2022-01-10,EKhotel,1,SUPERIOR,51
2022-01-10,EKhotel,2,TWIN,6
2022-01-10,EKhotel,3,"JUNIOR SUITE",2
2022-01-10,EKhotel,4,"ESPECIAL TWIN",0
2022-01-11,EKhotel,1,SUPERIOR,51
2022-01-11,EKhotel,2,TWIN,6
2022-01-11,EKhotel,3,"JUNIOR SUITE",2
2022-01-11,EKhotel,4,"ESPECIAL TWIN",0
2022-01-12,EKhotel,1,SUPERIOR,51
2022-01-12,EKhotel,2,TWIN,6
2022-01-12,EKhotel,3,"JUNIOR SUITE",2
2022-01-12,EKhotel,4,"ESPECIAL TWIN",0
2022-01-13,EKhotel,1,SUPERIOR,51
2022-01-13,EKhotel,2,TWIN,6
2022-01-13,EKhotel,3,"JUNIOR SUITE",2
2022-01-13,EKhotel,4,"ESPECIAL TWIN",0
2022-01-14,EKhotel,1,SUPERIOR,51
2022-01-14,EKhotel,2,TWIN,6
2022-01-14,EKhotel,3,"JUNIOR SUITE",2
2022-01-14,EKhotel,4,"ESPECIAL TWIN",0
2022-01-15,EKhotel,1,SUPERIOR,51
2022-01-15,EKhotel,2,TWIN,6
2022-01-15,EKhotel,3,"JUNIOR SUITE",2
2022-01-15,EKhotel,4,"ESPECIAL TWIN",0
2022-01-16,EKhotel,1,SUPERIOR,52
2022-01-16,EKhotel,2,TWIN,6
2022-01-16,EKhotel,3,"JUNIOR SUITE",2
2022-01-16,EKhotel,4,"ESPECIAL TWIN",0
2022-01-17,EKhotel,1,SUPERIOR,52
2022-01-17,EKhotel,2,TWIN,6
2022-01-17,EKhotel,3,"JUNIOR SUITE",2
2022-01-17,EKhotel,4,"ESPECIAL TWIN",0
2022-01-18,EKhotel,1,SUPERIOR,52
2022-01-18,EKhotel,2,TWIN,6
2022-01-18,EKhotel,3,"JUNIOR SUITE",2
2022-01-18,EKhotel,4,"ESPECIAL TWIN",0
2022-01-19,EKhotel,1,SUPERIOR,52
2022-01-19,EKhotel,2,TWIN,6
2022-01-19,EKhotel,3,"JUNIOR SUITE",2
2022-01-19,EKhotel,4,"ESPECIAL TWIN",0
2022-01-20,EKhotel,1,SUPERIOR,52
2022-01-20,EKhotel,2,TWIN,6
2022-01-20,EKhotel,3,"JUNIOR SUITE",2
2022-01-20,EKhotel,4,"ESPECIAL TWIN",0
2021-12-21,bhusaquen,1,ESTANDAR,0
2021-12-21,bhusaquen,2,"TWIN ESTANDAR",1
2021-12-21,bhusaquen,3,SUPERIOR,0
2021-12-21,bhusaquen,4,"ESTANDAR COCINA",0
2021-12-21,bhusaquen,5,"ESPECIAL ESTANDAR",0
2021-12-21,bhusaquen,6,"TWIN JUNIOR",0
2021-12-21,bhusaquen,7,"TWIN COCINA",0
2021-12-22,bhusaquen,1,ESTANDAR,17
2021-12-22,bhusaquen,2,"TWIN ESTANDAR",3
2021-12-22,bhusaquen,3,SUPERIOR,0
2021-12-22,bhusaquen,4,"ESTANDAR COCINA",0
2021-12-22,bhusaquen,5,"ESPECIAL ESTANDAR",0
2021-12-22,bhusaquen,6,"TWIN JUNIOR",0
2021-12-22,bhusaquen,7,"TWIN COCINA",0
2021-12-23,bhusaquen,1,ESTANDAR,35
2021-12-23,bhusaquen,2,"TWIN ESTANDAR",4
2021-12-23,bhusaquen,3,SUPERIOR,0
2021-12-23,bhusaquen,4,"ESTANDAR COCINA",0
2021-12-23,bhusaquen,5,"ESPECIAL ESTANDAR",0
2021-12-23,bhusaquen,6,"TWIN JUNIOR",0
2021-12-23,bhusaquen,7,"TWIN COCINA",0
2021-12-24,bhusaquen,1,ESTANDAR,38
2021-12-24,bhusaquen,2,"TWIN ESTANDAR",5
2021-12-24,bhusaquen,3,SUPERIOR,0
2021-12-24,bhusaquen,4,"ESTANDAR COCINA",0
2021-12-24,bhusaquen,5,"ESPECIAL ESTANDAR",0
2021-12-24,bhusaquen,6,"TWIN JUNIOR",0
2021-12-24,bhusaquen,7,"TWIN COCINA",0
2021-12-25,bhusaquen,1,ESTANDAR,50
2021-12-25,bhusaquen,2,"TWIN ESTANDAR",6
2021-12-25,bhusaquen,3,SUPERIOR,2
2021-12-25,bhusaquen,4,"ESTANDAR COCINA",0
2021-12-25,bhusaquen,5,"ESPECIAL ESTANDAR",0
2021-12-25,bhusaquen,6,"TWIN JUNIOR",0
2021-12-25,bhusaquen,7,"TWIN COCINA",0
2021-12-26,bhusaquen,1,ESTANDAR,51
2021-12-26,bhusaquen,2,"TWIN ESTANDAR",6
2021-12-26,bhusaquen,3,SUPERIOR,2
2021-12-26,bhusaquen,4,"ESTANDAR COCINA",0
2021-12-26,bhusaquen,5,"ESPECIAL ESTANDAR",0
2021-12-26,bhusaquen,6,"TWIN JUNIOR",0
2021-12-26,bhusaquen,7,"TWIN COCINA",0
2021-12-27,bhusaquen,1,ESTANDAR,51
2021-12-27,bhusaquen,2,"TWIN ESTANDAR",6
2021-12-27,bhusaquen,3,SUPERIOR,2
2021-12-27,bhusaquen,4,"ESTANDAR COCINA",0
2021-12-27,bhusaquen,5,"ESPECIAL ESTANDAR",0
2021-12-27,bhusaquen,6,"TWIN JUNIOR",0
2021-12-27,bhusaquen,7,"TWIN COCINA",0
2021-12-28,bhusaquen,1,ESTANDAR,51
2021-12-28,bhusaquen,2,"TWIN ESTANDAR",6
2021-12-28,bhusaquen,3,SUPERIOR,2
2021-12-28,bhusaquen,4,"ESTANDAR COCINA",0
2021-12-28,bhusaquen,5,"ESPECIAL ESTANDAR",0
2021-12-28,bhusaquen,6,"TWIN JUNIOR",0
2021-12-28,bhusaquen,7,"TWIN COCINA",0
2021-12-29,bhusaquen,1,ESTANDAR,51
2021-12-29,bhusaquen,2,"TWIN ESTANDAR",6
2021-12-29,bhusaquen,3,SUPERIOR,2
2021-12-29,bhusaquen,4,"ESTANDAR COCINA",0
2021-12-29,bhusaquen,5,"ESPECIAL ESTANDAR",0
2021-12-29,bhusaquen,6,"TWIN JUNIOR",0
2021-12-29,bhusaquen,7,"TWIN COCINA",0
2021-12-30,bhusaquen,1,ESTANDAR,51
2021-12-30,bhusaquen,2,"TWIN ESTANDAR",6
2021-12-30,bhusaquen,3,SUPERIOR,2
2021-12-30,bhusaquen,4,"ESTANDAR COCINA",0
2021-12-30,bhusaquen,5,"ESPECIAL ESTANDAR",0
2021-12-30,bhusaquen,6,"TWIN JUNIOR",0
2021-12-30,bhusaquen,7,"TWIN COCINA",0
2021-12-31,bhusaquen,1,ESTANDAR,51
2021-12-31,bhusaquen,2,"TWIN ESTANDAR",6
2021-12-31,bhusaquen,3,SUPERIOR,2
2021-12-31,bhusaquen,4,"ESTANDAR COCINA",0
2021-12-31,bhusaquen,5,"ESPECIAL ESTANDAR",0
2021-12-31,bhusaquen,6,"TWIN JUNIOR",0
2021-12-31,bhusaquen,7,"TWIN COCINA",0
2022-01-01,bhusaquen,1,ESTANDAR,51
2022-01-01,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-01,bhusaquen,3,SUPERIOR,2
2022-01-01,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-01,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-01,bhusaquen,6,"TWIN JUNIOR",0
2022-01-01,bhusaquen,7,"TWIN COCINA",0
2022-01-02,bhusaquen,1,ESTANDAR,51
2022-01-02,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-02,bhusaquen,3,SUPERIOR,2
2022-01-02,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-02,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-02,bhusaquen,6,"TWIN JUNIOR",0
2022-01-02,bhusaquen,7,"TWIN COCINA",0
2022-01-03,bhusaquen,1,ESTANDAR,51
2022-01-03,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-03,bhusaquen,3,SUPERIOR,2
2022-01-03,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-03,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-03,bhusaquen,6,"TWIN JUNIOR",0
2022-01-03,bhusaquen,7,"TWIN COCINA",0
2022-01-04,bhusaquen,1,ESTANDAR,51
2022-01-04,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-04,bhusaquen,3,SUPERIOR,2
2022-01-04,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-04,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-04,bhusaquen,6,"TWIN JUNIOR",0
2022-01-04,bhusaquen,7,"TWIN COCINA",0
2022-01-05,bhusaquen,1,ESTANDAR,51
2022-01-05,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-05,bhusaquen,3,SUPERIOR,2
2022-01-05,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-05,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-05,bhusaquen,6,"TWIN JUNIOR",0
2022-01-05,bhusaquen,7,"TWIN COCINA",0
2022-01-06,bhusaquen,1,ESTANDAR,51
2022-01-06,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-06,bhusaquen,3,SUPERIOR,2
2022-01-06,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-06,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-06,bhusaquen,6,"TWIN JUNIOR",0
2022-01-06,bhusaquen,7,"TWIN COCINA",0
2022-01-07,bhusaquen,1,ESTANDAR,51
2022-01-07,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-07,bhusaquen,3,SUPERIOR,2
2022-01-07,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-07,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-07,bhusaquen,6,"TWIN JUNIOR",0
2022-01-07,bhusaquen,7,"TWIN COCINA",0
2022-01-08,bhusaquen,1,ESTANDAR,51
2022-01-08,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-08,bhusaquen,3,SUPERIOR,2
2022-01-08,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-08,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-08,bhusaquen,6,"TWIN JUNIOR",0
2022-01-08,bhusaquen,7,"TWIN COCINA",0
2022-01-09,bhusaquen,1,ESTANDAR,51
2022-01-09,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-09,bhusaquen,3,SUPERIOR,2
2022-01-09,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-09,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-09,bhusaquen,6,"TWIN JUNIOR",0
2022-01-09,bhusaquen,7,"TWIN COCINA",0
2022-01-10,bhusaquen,1,ESTANDAR,51
2022-01-10,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-10,bhusaquen,3,SUPERIOR,2
2022-01-10,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-10,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-10,bhusaquen,6,"TWIN JUNIOR",0
2022-01-10,bhusaquen,7,"TWIN COCINA",0
2022-01-11,bhusaquen,1,ESTANDAR,51
2022-01-11,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-11,bhusaquen,3,SUPERIOR,2
2022-01-11,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-11,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-11,bhusaquen,6,"TWIN JUNIOR",0
2022-01-11,bhusaquen,7,"TWIN COCINA",0
2022-01-12,bhusaquen,1,ESTANDAR,51
2022-01-12,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-12,bhusaquen,3,SUPERIOR,2
2022-01-12,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-12,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-12,bhusaquen,6,"TWIN JUNIOR",0
2022-01-12,bhusaquen,7,"TWIN COCINA",0
2022-01-13,bhusaquen,1,ESTANDAR,51
2022-01-13,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-13,bhusaquen,3,SUPERIOR,2
2022-01-13,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-13,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-13,bhusaquen,6,"TWIN JUNIOR",0
2022-01-13,bhusaquen,7,"TWIN COCINA",0
2022-01-14,bhusaquen,1,ESTANDAR,51
2022-01-14,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-14,bhusaquen,3,SUPERIOR,2
2022-01-14,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-14,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-14,bhusaquen,6,"TWIN JUNIOR",0
2022-01-14,bhusaquen,7,"TWIN COCINA",0
2022-01-15,bhusaquen,1,ESTANDAR,51
2022-01-15,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-15,bhusaquen,3,SUPERIOR,2
2022-01-15,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-15,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-15,bhusaquen,6,"TWIN JUNIOR",0
2022-01-15,bhusaquen,7,"TWIN COCINA",0
2022-01-16,bhusaquen,1,ESTANDAR,52
2022-01-16,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-16,bhusaquen,3,SUPERIOR,2
2022-01-16,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-16,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-16,bhusaquen,6,"TWIN JUNIOR",0
2022-01-16,bhusaquen,7,"TWIN COCINA",0
2022-01-17,bhusaquen,1,ESTANDAR,52
2022-01-17,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-17,bhusaquen,3,SUPERIOR,2
2022-01-17,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-17,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-17,bhusaquen,6,"TWIN JUNIOR",0
2022-01-17,bhusaquen,7,"TWIN COCINA",0
2022-01-18,bhusaquen,1,ESTANDAR,52
2022-01-18,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-18,bhusaquen,3,SUPERIOR,2
2022-01-18,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-18,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-18,bhusaquen,6,"TWIN JUNIOR",0
2022-01-18,bhusaquen,7,"TWIN COCINA",0
2022-01-19,bhusaquen,1,ESTANDAR,52
2022-01-19,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-19,bhusaquen,3,SUPERIOR,2
2022-01-19,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-19,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-19,bhusaquen,6,"TWIN JUNIOR",0
2022-01-19,bhusaquen,7,"TWIN COCINA",0
2022-01-20,bhusaquen,1,ESTANDAR,52
2022-01-20,bhusaquen,2,"TWIN ESTANDAR",6
2022-01-20,bhusaquen,3,SUPERIOR,2
2022-01-20,bhusaquen,4,"ESTANDAR COCINA",0
2022-01-20,bhusaquen,5,"ESPECIAL ESTANDAR",0
2022-01-20,bhusaquen,6,"TWIN JUNIOR",0
2022-01-20,bhusaquen,7,"TWIN COCINA",0
2021-12-21,belasierra,6,FAMILIAR,0
2021-12-21,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2021-12-21,belasierra,8,"STANDAR DOBLE TWIN",0
2021-12-21,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2021-12-21,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2021-12-21,belasierra,11,"SUPERIOR DOBLE TWIN",0
2021-12-22,belasierra,6,FAMILIAR,0
2021-12-22,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2021-12-22,belasierra,8,"STANDAR DOBLE TWIN",0
2021-12-22,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2021-12-22,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2021-12-22,belasierra,11,"SUPERIOR DOBLE TWIN",0
2021-12-23,belasierra,6,FAMILIAR,0
2021-12-23,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2021-12-23,belasierra,8,"STANDAR DOBLE TWIN",0
2021-12-23,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2021-12-23,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2021-12-23,belasierra,11,"SUPERIOR DOBLE TWIN",0
2021-12-24,belasierra,6,FAMILIAR,0
2021-12-24,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2021-12-24,belasierra,8,"STANDAR DOBLE TWIN",0
2021-12-24,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2021-12-24,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2021-12-24,belasierra,11,"SUPERIOR DOBLE TWIN",0
2021-12-25,belasierra,6,FAMILIAR,0
2021-12-25,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2021-12-25,belasierra,8,"STANDAR DOBLE TWIN",0
2021-12-25,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2021-12-25,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2021-12-25,belasierra,11,"SUPERIOR DOBLE TWIN",0
2021-12-26,belasierra,6,FAMILIAR,0
2021-12-26,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2021-12-26,belasierra,8,"STANDAR DOBLE TWIN",0
2021-12-26,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2021-12-26,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2021-12-26,belasierra,11,"SUPERIOR DOBLE TWIN",0
2021-12-27,belasierra,6,FAMILIAR,0
2021-12-27,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2021-12-27,belasierra,8,"STANDAR DOBLE TWIN",0
2021-12-27,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2021-12-27,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2021-12-27,belasierra,11,"SUPERIOR DOBLE TWIN",0
2021-12-28,belasierra,6,FAMILIAR,0
2021-12-28,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2021-12-28,belasierra,8,"STANDAR DOBLE TWIN",0
2021-12-28,belasierra,9,"STANDAR TRIPLE 3 CAMAS SENCILLAS",0
2021-12-28,belasierra,10,"SUPERIOR DOBLE MATRIMONIAL",0
2021-12-28,belasierra,11,"SUPERIOR DOBLE TWIN",0
2021-12-29,belasierra,6,FAMILIAR,0
2021-12-29,belasierra,7,"STANDAR CAMA MATRIMONIAL",0
2021-12-29,belasierra,8,"STANDAR DOBLE TWIN",0
